C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2026/03/12,04:05:01,0000000507451961,,0000000507451955
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH
D,DREGION,,2,"2026/03/11 05:35:00",1,NSW1,0,72.5,0,72.5,0,0,7512.62,74,6125.14,35,-1422.48,0,,,77,,,,,,,,62,,,,,,,,62,,,,,,,,98,,,,,,,,93,,,,,,,,92,,,,,,17.80515,12775.78585,883,7524.49842,7595.49,,10,,,,40.36,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.93,0.93,0,0,0,0,0.03,0.03,0,67,7.97
D,DREGION,,2,"2026/03/11 05:35:00",1,QLD1,0,68.53829,0,68.53829,0,0,6197.08,34,6637.43,0,440.35,0,,,99.94,,,,,,,,119,,,,,,,,63.57,,,,,,,,104.65,,,,,,,,119,,,,,,,,135.45,,,,,,11.36374,11313.0843,1835,6163.27227,6199.93,,35,,,,160,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.93,0.93,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/11 05:35:00",1,SA1,0,-4.26,0,-4.26,0,0,1463.9,11,1828.15,0,364.25,0,,,24,,,,,,,,57.38,,,,,,,,25,,,,,,,,72,,,,,,,,77,,,,,,,,96,,,,,,8.1412,4197.90344,824,1454.94116,1469.48,,11,,,,21,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.93,0.93,0,0,0,0,0.03,0.03,0,29,4
D,DREGION,,2,"2026/03/11 05:35:00",1,TAS1,0,65.55995,0,65.55995,0,0,931.06,10,883.42,0,-47.64,0,,,8.32,,,,,,,,108.31,,,,,,,,108.31,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,2.35577,1724.42082,0,918.70673,931.06,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0,0,0,4.89,4.89,0,3,3,0,0.38,0.38,0,0.38,0.38,0,0.88,0.88,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/11 05:35:00",1,VIC1,0,-4.5919,0,-4.5919,0,0,4984.28,59,5944.26,118,841.99,0,,,81,,,,,,,,83,,,,,,,,70,,,,,,,,177,,,,,,,,314.45,,,,,,,,280,,,,,,16.4687,11966.05302,1498,5180.30347,5222.44,,104,,,,1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,0.93,0.93,0,0,0,0,0.03,0.03,0,207.58,0
D,DREGION,,2,"2026/03/12 03:00:00",1,NSW1,0,70.63522,0,70.63522,0,0,6697.16,-10,5640.48,18,-1074.68,0,,,30,,,,,,,,10,,,,,,,,10,,,,,,,,145,,,,,,,,135,,,,,,,,127,,,,,,24.28272,13220.50953,879,6752.42657,6755.7,,53,,,,57,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1.5,1.5,0,0.02,0.02,0,0.03,0.03,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0.02,0.02,0,104,0
D,DREGION,,2,"2026/03/12 03:00:00",1,QLD1,0,69.46,0,69.46,0,0,5761.81,-4,5902.98,7.72,133.44,0,,,109,,,,,,,,119,,,,,,,,119,,,,,,,,80.54,,,,,,,,121,,,,,,,,150.03,,,,,,1.69593,10101.5318,1827,5860.54522,5769.72,,46,,,,30,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1.5,1.5,0,0.02,0.02,0,0.03,0.03,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0.02,0.02,0,70,0
D,DREGION,,2,"2026/03/12 03:00:00",1,SA1,0,0.01077,0,0.01077,0,0,1314.76,-2,1164.55,0,-150.21,0,,,72,,,,,,,,68.22,,,,,,,,68.34,,,,,,,,34,,,,,,,,74,,,,,,,,104,,,,,,5.65754,2975.54979,809,1320.32669,1320.7,,11,,,,1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1.5,1.5,0,0.02,0.02,0,0.03,0.03,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0.02,0.02,0,29,3.22
D,DREGION,,2,"2026/03/12 03:00:00",1,TAS1,0,74.30017,0,74.30017,0,0,748.91,1,640.05,0,-108.86,0,,,0,,,,,,,,49.61,,,,,,,,49.61,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-1.78913,1831.63448,0,749.69629,748.91,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,3.89,3.89,0,0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,1.65983,1.65983,0,0,0,0,0.02,0.02,0,0,0
D,DREGION,,2,"2026/03/12 03:00:00",1,VIC1,0,0.01,0,0.01,0,0,3801.11,2,5168.28,0,1367.17,0,,,55.34,,,,,,,,197,,,,,,,,109,,,,,,,,216,,,,,,,,269.03,,,,,,,,218,,,,,,-5.8989,10112.98847,1393,3942.87514,3921.32,,79,,,,82,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,1.5,1.5,0,0.02,0.02,0,0.03,0.03,0,0.02,0.02,0,0.02,0.02,0,0,0,0,0.02,0.02,0,164.82,2
D,DREGION,,2,"2026/03/12 02:00:00",1,NSW1,0,64.43471,0,64.43471,0,0,6812.55,-15,5879.63,24,-956.91,0,,,93,,,,,,,,73,,,,,,,,73,,,,,,,,74,,,,,,,,64,,,,,,,,68,,,,,,19.50293,13233.34274,881,6863.86368,6870.28,,0,,,,60.71,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.03,0.03,0,40,3.97
D,DREGION,,2,"2026/03/12 02:00:00",1,QLD1,0,63.83011,0,63.83011,0,0,5791.66,-14,5895.71,3,101.05,0,,,98.21,,,,,,,,119,,,,,,,,115.11,,,,,,,,103,,,,,,,,131,,,,,,,,206.01,,,,,,-18.29058,10156.63666,1827,5825.98689,5794.67,,65,,,,3.1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/12 02:00:00",1,SA1,0,8.94637,0,8.94637,0,0,1353.37,-5,1322,0,-31.38,0,,,62,,,,,,,,86.76,,,,,,,,22,,,,,,,,78,,,,,,,,78,,,,,,,,97,,,,,,-1.06444,3189.99822,795,1360.30325,1353.35,,11,,,,1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.03,0.03,0,39.94,0
